7
3
2970 4102
4916 873
1567 2732
7356 872
1006 8719
1779 8127
4179 8682
9723 9607
6282 3167
1568 1743
2765 1164
6229 970
3934 1039
8849 8151
420 6508
6122 977
4809 2028
5056 6425
8099 5176
4189 1648
1377 5286
5196 3257
761 2707
8552 1646
9199 9026
9942 7570
4616 4756
5541 6551
9328 8232
3924 7073
8697 4533
1222 1083
9046 758
8786 9368
3063 501
4461 1405
3077 3227
6268 9469
9632 2006
6644 2772
3590 9789
1781 2488
1975 6864
4631 8957
1303 8979
9523 4265
9876 9020
6965 7464
9209 5131
4241 7328
7314 1562
7795 2230
4641 1733
4539 2483
6913 8732
1897 3650
7352 2726
7302 7883
5490 9897
627 6693
8075 8519
6421 2823
4557 3594
674 816
7564 9316
949 1607
4062 8624
1592 6277
2271 6557
2018 8307
7683 5212
1055 3310
7117 7832
880 514
6464 9206
9506 8325
2132 7581
2323 595
8460 3751
2978 203
5109 200
5367 5495
7169 1055
7635 1297
9205 1707
2104 1093
3840 1183
5868 850
1021 4425
6587 7429
5786 6480
5019 2487
4698 684
4628 3573
5192 698
5055 7521
7118 8464
6413 1495
2852 1166
4412 9571
7420 6678
7894 9745
2398 8253
9706 964
8704 4546
9887 3819
2232 1886
6998 8946
8501 3373
4896 805
7946 1980
1392 7498
4829 5811
7170 3023
9679 8678
4795 49
4860 294
4947 6847
8262 2669
945 8414
5773 9562
8709 9630
9698 9161
1000
10 4237
1037 6135
2586 5820
5904 646
7982 7593
9857 449
1967 983
7715 150
1579 3133
7346 5717
3832 8041
3732 2748
521 4149
5213 1617
5375 3528
8946 9248
8625 2960
5169 1910
8623 9102
3455 1373
1731 8226
8241 3736
3801 9322
1904 226
336 4885
8182 6770
6161 1597
5326 2914
8480 3492
7899 7936
306 461
3239 276
1806 6207
3824 5987
1366 3574
9214 7236
9096 8170
3303 5489
7519 6324
3926 3184
7904 8910
7162 5746
7666 490
619 2219
2141 3606
2515 2980
7670 3198
3578 4494
8666 994
2450 5752
9626 378
84 2946
1365 2824
6411 2562
748 7309
7087 7303
4866 8878
9765 7165
8514 9640
4741 7936
7878 7394
8539 4357
5605 2754
7875 9125
6796 4882
3791 91
4928 980
2187 1104
1699 9828
8995 548
438 1757
8371 5984
9214 3471
1534 1514
9898 3664
2035 2457
1171 8304
2125 1178
3268 7073
7722 3746
7357 3206
1727 1093
899 379
8090 6662
666 134
8088 3775
7957 3309
2280 4980
3581 216
6383 787
4033 6872
6061 6062
4909 7560
6720 2989
3614 1027
2231 3053
1684 151
202 7886
8345 2200
9577 6924
1777 6311
6322 843
2307 8068
1463 697
775 7186
1055 5710
4160 2203
9595 1383
2156 5235
8604 9140
5081 6417
1427 6862
4058 443
3225 8333
7402 6994
416 9849
9345 398
9161 784
2437 3531
1624 6359
8243 228
2357 1284
1774 590
1861 635
5079 9177
9656 2184
5437 9202
7316 109
2327 6588
402 9036
9232 5009
5287 2983
8929 6052
9366 5205
1094 6888
8307 5848
2538 6806
9931 2941
4932 1595
1299 9460
1558 7776
1822 8945
5171 7806
8355 2849
7282 7170
2478 2561
3248 653
9158 1756
5194 1935
831 6147
2043 5029
2881 5394
3155 9393
4552 5921
7177 7241
5565 3080
5810 8274
5413 2214
1331 4814
2217 260
7123 1315
9190 2981
9892 799
2373 3953
4676 2793
286 7154
2847 6234
2088 6350
6999 1003
1524 8663
8614 6480
8763 4608
4995 2918
805 3521
6452 2505
5788 4332
1923 4233
4176 1408
628 6478
28 5246
9622 9450
1753 506
2088 4013
194 5188
2845 735
7287 1112
2067 9657
6982 6739
5377 37
1206 1432
9631 4551
5174 6018
1930 8908
1142 9386
3480 2883
6436 890
1384 4968
7626 2755
1070 504
2373 732
4110 994
2809 1949
9687 2347
9988 2827
3395 1269
8192 7716
5451 7089
157 317
6495 1634
9391 9962
6423 7668
5123 6799
5956 4029
3127 3652
426 3075
1323 9694
1618 1966
2963 1356
9115 8751
9534 5806
2897 8800
7868 5645
7825 5950
8043 7351
7915 2021
1058 458
6761 2651
3298 5699
2271 9088
6314 7223
9044 484
7883 1137
9136 2682
4379 1021
1782 1067
6589 6501
2372 2590
240 4459
616 5590
1511 7894
358 7453
5577 1392
2823 6576
154 6511
8372 5914
842 8994
6835 8421
7644 2015
1233 7182
362 5834
7377 7353
5799 856
2180 4214
2613 437
9785 2930
3528 2307
8167 6928
6283 325
8425 7881
4097 9435
2473 8050
7663 7694
4736 2269
5416 8862
6492 5587
3209 4953
2147 897
6566 7167
2856 7488
5124 3060
1244 4585
744 8838
4790 1688
1040 5248
1174 9168
7217 863
7430 656
8865 6322
4706 7109
9686 6103
1530 8560
1886 6275
5061 1913
1968 8850
2344 7844
3507 6081
232 8563
9022 8087
3852 1820
6080 3963
2471 2733
6353 6770
7972 1133
3832 6616
9730 9412
926 6049
4210 77
9890 9200
1647 9243
1535 4440
7694 5723
6332 9217
246 2569
674 3006
9153 5189
467 4700
9203 7798
2024 5485
4539 5727
316 9046
1047 8114
8824 7830
1501 4659
9086 9096
8456 6958
2314 7594
1664 4876
7765 6463
3037 1233
9996 9970
828 2969
3329 5501
2051 7749
3968 3224
1138 1232
8901 5589
6458 3544
9516 1228
2243 2905
1401 5603
297 6059
9497 7088
6118 5135
9272 5010
6918 1653
2196 2173
1958 2419
4930 2068
5486 8433
1136 1323
257 4984
4699 6957
2019 1260
2818 8380
5451 3191
1594 4328
5769 1705
5796 6818
7561 4109
3452 6321
2920 6781
2770 7925
262 5800
7294 9913
9469 7091
4464 6238
722 7630
2262 2598
2041 5448
8834 6542
317 9974
5563 9616
1729 8752
2067 264
2672 5484
2968 597
4172 7568
8127 3426
869 6994
9118 518
520 658
8568 6777
1530 362
2367 3464
1861 2756
5812 858
7907 5485
3731 84
6056 6217
9454 1561
5541 3495
550 2310
3753 6358
1121 9998
5243 2120
856 1330
7878 8534
4512 6867
6324 3220
2460 9242
3374 3991
6753 3288
1154 8036
4890 3081
423 2810
13 9967
9357 147
61 3596
4072 5191
9361 8544
6095 3378
1333 9604
112 5975
880 2789
6150 8485
54 8357
6733 9657
5567 9215
5941 6483
7896 1930
4757 4173
2248 1552
258 9066
9893 6399
3025 268
4136 7855
9705 9049
7742 7493
4045 3470
1632 4247
6696 4516
9958 737
345 9954
3688 3608
18 227
7205 1454
11 2874
9415 8581
3484 6115
6806 1398
9531 252
5948 4612
5299 5188
1801 2493
4758 8434
1017 4993
1059 8521
8114 5046
3643 3707
3458 9323
8545 4747
105 7980
929 5640
1218 7365
9987 6007
3160 8011
9071 2431
7287 7847
3970 1163
832 9764
3890 5211
9729 2203
4207 9949
532 8684
9851 4971
1975 8800
1323 3300
9484 3805
7742 4431
1042 4874
4285 1228
1379 1620
2612 2094
1551 6176
4225 9655
3290 1505
5802 9538
6609 9868
1283 4327
6051 554
3216 1962
13 2367
2792 7989
8294 5497
11 7063
9789 426
6613 3117
3951 1882
2147 3152
2430 8870
1973 3887
2158 3117
4181 2382
3554 2637
4840 3263
9110 1066
9010 7056
7566 8239
335 3158
2319 8360
7247 9353
9276 1230
9073 783
4501 4420
691 9213
8987 323
7769 7627
8790 7041
8204 8872
602 7511
6533 3374
6983 3826
7995 7862
3841 4217
441 1999
5712 3665
1059 8508
536 6846
8410 1116
6715 9132
589 3582
7805 4509
6803 723
1833 1683
8071 1062
2547 3839
963 122
7005 6715
256 3380
29 3222
9773 3785
2687 4190
3006 8664
6583 9186
4311 9851
7114 1880
1369 6490
9150 3293
1675 3568
3839 4187
541 2402
5091 4400
4602 6750
2112 9117
8604 6768
8236 8827
1332 27
3062 4213
9513 3654
6883 8050
2800 500
5051 7265
4654 9561
2501 6427
2395 9865
9120 3203
7863 7107
8692 3249
1329 9807
3608 3615
5173 6420
2549 8659
9365 8317
3947 9519
1420 1469
115 5589
79 8192
2708 6927
4789 6883
9322 3246
840 3863
3124 3345
3308 2482
3021 3401
9664 9159
93 9834
4819 2119
1808 3765
1689 5096
3592 6324
4430 2565
8639 4612
2522 4758
639 2938
2677 9473
7525 8208
9068 353
4131 6271
3941 3830
1429 9153
5536 2445
5767 3367
8959 3346
229 312
9063 9043
307 651
6967 8790
2334 4743
8377 6414
6691 1641
247 2506
8702 3655
1007 207
485 6835
5082 5079
9254 993
2281 8921
4894 8540
7265 6507
5084 1285
4121 4918
5238 4494
4017 1689
1994 3494
7765 9921
7079 886
7682 3623
9197 4284
761 4841
3362 1397
5842 5390
8279 6225
2338 84
107 1185
432 2173
9022 3092
6900 3562
2360 8579
3281 9733
394 6265
981 7045
5317 4487
3423 1854
1803 7143
7072 6216
5075 7823
3589 2546
6736 40
3860 6277
9636 8640
2948 3373
9441 8957
2082 822
4016 2371
4562 8323
6758 8039
1267 8405
8820 4997
5237 8697
8526 2703
559 2371
5230 2711
9484 6795
377 9984
4102 5621
3474 1439
327 4533
2958 5527
4523 1394
9848 2374
378 2554
9526 8922
2660 5158
3996 9240
3613 9808
7823 2718
2012 9122
3500 5863
175 8081
330 4255
7729 2314
8286 7160
799 2540
2638 3500
951 7750
5095 2755
4273 1682
3586 6904
7682 1778
6693 2775
2831 5002
7367 7898
2400 8366
694 9653
1637 7741
5244 638
6813 8334
5262 9345
1924 8442
3527 9762
5500 8443
597 4724
3584 1891
1347 5098
7957 3280
1751 7132
3730 6559
1276 236
6258 9774
7682 6890
9799 4038
2981 9269
8065 8969
6732 274
2287 2984
1586 8018
4181 7032
7258 991
9439 6294
7823 6199
5285 7993
5146 5341
7103 3687
8424 684
3835 9098
8170 1885
2684 468
2318 939
5605 8353
9550 3733
8727 8301
7528 7092
8712 8694
1582 237
8453 466
1087 3561
6104 2020
8454 1939
3069 9755
8593 1474
18 5403
8693 7688
3805 9152
6783 8794
5427 96
8942 2241
6341 1761
8512 6463
7149 843
2906 2646
8267 4143
2892 118
8729 3081
547 2966
5 5057
6321 5493
4336 2760
1386 1617
7698 4673
3585 1096
3696 4958
5731 2589
6785 2125
913 2429
4958 5282
6164 4370
3080 8454
8668 6696
4414 1136
3130 4894
7310 2356
9822 3519
956 6857
8451 6961
9922 3008
7450 8462
1223 3169
8037 4770
7202 7848
325 9172
544 3280
3589 5833
9813 9758
5833 9236
6288 2226
1809 6770
5409 5801
6530 5910
1455 5623
3223 2976
7061 5363
8484 6628
3454 3811
5115 280
1297 1546
8787 8765
1422 7727
8550 6194
4713 8575
3785 3269
4886 5702
1185 5308
5750 9242
5860 8147
4817 1369
798 8726
9493 1572
4309 9218
6013 6507
3519 9351
8261 1067
4787 2864
2509 9286
1709 3350
9517 9586
2838 7746
2616 4228
2531 4258
804 686
3676 830
4665 3111
2944 3707
311 6698
1767 2207
6397 1426
2632 9254
3847 7348
8797 3781
3368 9165
2100 3933
6985 2702
822 8434
2064 1013
1645 3341
4068 3374
9522 2446
6495 9785
421 1686
4710 7198
8609 9460
6742 7582
2974 4927
9295 4860
505 643
3733 7421
6049 6079
6436 6459
6483 6222
3220 7040
9929 9317
7293 1937
462 3837
8749 4264
661 5168
599 9223
7339 1658
2127 3466
9593 1112
2404 1164
8815 6004
5212 6349
1022 6660
9910 9090
548 5423
5180 4909
4381 6609
8792 2399
4472 961
1736 9339
8392 5393
2453 5853
6908 134
1200 4715
5906 8522
3694 1819
775 9230
9590 2629
1777 1283
3240 1290
7425 1626
2753 9461
2067 6682
2364 1552
1512 2131
411 4507
8406 5105
7462 4329
5486 1347
3859 9211
8159 6604
3014 1009
9257 7578
7755 2413
8676 9829
1586 2379
9042 9386
7082 4383
8418 2505
2834 9277
7990 779
2668 878
6632 3016
2146 7121
7688 6872
6333 8145
5433 3544
5700 8150
6973 6192
3538 6238
7678 5378
4524 6909
8239 4533
9489 3907
6162 3012
4354 6221
9531 8225
2739 110
6292 4877
4051 5328
7346 7868
2265 6021
9641 1796
3647 1283
2460 9799
2644 6880
2039 5282
9260 8057
9840 9093
8699 2809
9163 8643
1027 8889
3741 908
569 1635
6211 6874
3438 9739
277 3384
9933 3424
5525 9786
4240 911
6860 1017
952 3193
3383 5629
2957 6998
2349 1904
8082 1946
3045 5808
3517 6247
1909 4853
9670 3731
814 9461
7133 844
3207 356
5025 8713
6198 7440
5887 7234
1606 2044
3447 115
8934 1242
9333 765
1790 6927
2878 9949
104 5186
3513 4193
4540 3973
2033 5224
4587 7367
5752 3290
385 5304
3406 3560
2069 655
786 1845
1811 1273
5289 7589
3212 2915
365 1621
2332 8777
4039 8763
9932 6192
3727 5551
1352 7297
1523 9946
7620 5751
5399 1421
6971 9868
2812 182
9145 2366
4932 6031
1801 8376
9045 1639
9105 1246
9052 5990
2893 1656
8851 3643
2185 4211
2358 71
1283 6212
1107 3343
64 4047
3201 6510
110 6343
2850 4106
9033 8711
4267 8008
2354 6448
9155 8834
9565 36
9418 7224
8842 4882
4781 3157
4887 1667
6935 1667
9716 9989
2234 1409
438 5957
2846 1220
6160 1074
6073 4172
639 4560
9600 2921
3461 8171
