0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 
1 0 0 0 1 0 1 0 0 1 0 0 1 0 1 0 1 1 1 0 
0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 
0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 
0 0 0 1 0 1 0 1 1 1 0 1 0 1 1 0 0 1 1 0 
1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 
0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 
1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 
20 16
1000 900 900 300 600 400 100 1000 800 1000 300 200 400 700 800 100 500 300 700 700 
0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 0 1 0 0 0 
0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 
0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 
0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 1 1 1 0 1 
0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 
0 0 0 1 0 1 0 1 1 0 0 0 1 1 0 1 0 0 0 0 
0 0 1 0 0 1 1 0 0 0 0 1 1 0 0 1 0 0 1 0 
1 0 1 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 
0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 1 1 1 0 0 
1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 1 0 0 
0 1 0 0 1 1 0 1 0 0 1 0 0 1 0 1 0 1 1 1 
1 0 0 0 0 0 0 1 1 1 0 1 0 1 0 0 0 0 0 1 
0 0 0 1 1 0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 
0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 
0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 
20 16
100 700 200 700 300 300 400 300 500 1000 900 1000 200 400 300 600 100 600 400 400 
0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 
1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 
1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 
0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 
0 0 1 1 1 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 
0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 
1 0 1 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 0 0 
1 1 0 1 1 0 0 1 0 1 1 0 0 0 0 1 1 0 0 0 
1 0 1 1 1 1 1 0 1 0 0 0 0 0 1 0 0 1 1 1 
0 0 0 0 0 0 0 1 1 0 0 0 0 1 1 1 0 0 0 1 
0 0 0 1 1 1 0 0 0 1 0 1 1 1 1 0 0 1 0 0 
1 0 0 0 0 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 
0 1 0 0 1 0 1 0 1 0 1 1 0 0 0 1 0 0 0 1 
1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 
20 16
700 400 100 1000 800 100 700 1000 500 300 700 500 100 200 500 600 400 100 900 800 
0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 
0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 
0 1 1 1 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 1 
0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 
0 0 0 0 1 1 0 1 0 0 1 1 0 1 0 0 1 0 0 0 
0 1 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 
0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 
0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 
0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 
1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 
1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 1 0 
0 1 1 0 1 1 0 1 0 0 0 1 1 1 0 0 1 1 0 1 
1 1 0 0 1 1 0 1 0 1 1 0 0 0 0 1 1 0 0 0 
20 16
800 100 200 1000 300 500 300 400 700 700 800 200 800 100 700 100 200 800 100 800 
0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 
0 1 0 0 0 1 0 0 1 1 1 1 0 0 1 0 0 0 0 0 
0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 
1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 1 
0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 
0 0 1 1 1 0 1 1 1 0 0 0 0 0 0 0 1 0 0 1 
0 1 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 
0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 1 1 1 1 0 0 1 0 1 0 0 0 
0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 
0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 1 0 1 0 
1 1 0 1 1 1 0 1 0 1 0 1 1 1 0 0 0 1 1 0 
0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 
1 0 0 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 
0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 0 0 
